 73  010   10-Jan-73  12   0.78240  -3.140    0.1280    0.1190
 73  020   20-Jan-73  12   0.75100  -3.175    0.1070    0.1030
 73  032   01-Feb-73  12   0.71290  -3.289    0.0820    0.0860
 73  041   10-Feb-73  12   0.68330  -3.320    0.0640    0.0830
 73  051   20-Feb-73  12   0.65010  -3.367    0.0450    0.0940
 73  060   01-Mar-73  12   0.61980  -3.389    0.0280    0.1020
 73  069   10-Mar-73  12   0.58930  -3.490    0.0090    0.1090
 73  079   20-Mar-73  12   0.55440  -3.592   -0.0150    0.1170
 73  091   01-Apr-73  12   0.51130  -3.544   -0.0440    0.1290
 73  100   10-Apr-73  12   0.47940  -3.460   -0.0660    0.1430
 73  110   20-Apr-73  12   0.44480  -3.400   -0.0880    0.1620
 73  121   01-May-73  12   0.40740  -3.367   -0.1040    0.1830
 73  130   10-May-73  12   0.37710  -3.240   -0.1130    0.2000
 73  140   20-May-73  12   0.34470  -3.108   -0.1160    0.2170
 73  152   01-Jun-73  12   0.30740  -2.978   -0.1170    0.2340
 73  161   10-Jun-73  12   0.28060  -2.810   -0.1160    0.2480
 73  171   20-Jun-73  12   0.25250  -2.536   -0.1100    0.2660
 73  182   01-Jul-73  12   0.22460  -2.300   -0.0970    0.2860
 73  191   10-Jul-73  12   0.20390  -2.320   -0.0810    0.3000
 73  201   20-Jul-73  12   0.18070  -2.425   -0.0620    0.3120
 73  213   01-Aug-73  12   0.15160  -2.467   -0.0400    0.3260
 73  222   10-Aug-73  12   0.12940  -2.520   -0.0250    0.3340
 73  232   20-Aug-73  12   0.10420  -2.625   -0.0100    0.3380
 73  244   01-Sep-73  12   0.07270  -2.789    0.0050    0.3400
 73  253   10-Sep-73  12   0.04760  -2.930    0.0180    0.3410
 73  263   20-Sep-73  12   0.01830  -3.036    0.0350    0.3440
 73  274   01-Oct-73  12  -0.01510  -3.089    0.0510    0.3470
 73  283   10-Oct-73  12  -0.04290  -3.170    0.0650    0.3470
 73  293   20-Oct-73  12  -0.07460  -3.275    0.0790    0.3430
 73  305   01-Nov-73  12  -0.11390  -3.311    0.0960    0.3350
 73  314   10-Nov-73  12  -0.14370  -3.310    0.1050    0.3250
